Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",number,name,zip,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,2693,48,4,N2,202,17,1179,REV JAMES POLITE AVE,10459,NO,Regular,1998-2
2,2693,51,4,N2,202,17,1175,REV JAMES POLITE AVE,10459,NO,Regular,1998-2
2,2695,12,1,C0,202,17,780,HEWITT PLACE,10455,NO,Regular,2016-A
2,2697,22,4,G7,202,17,915,DAWSON STREET,10459,NO,Subsequent,2016-A
2,2701,135,1,B1,202,17,936,LONGWOOD AVENUE,10459,NO,Regular,2016-A
2,2705,3,4,V1,202,17,1028,INTERVALE AVENUE,10459,NO,Subsequent,1998-2
2,2719,3,1,S2,203,17,917,EAST 169 STREET,10459,YES,Regular,2016-A
2,2720,140,1,C0,202,8,709,SOUTHERN BOULEVARD,10455,NO,Subsequent,2016-A
2,2729,12,4,G1,202,8,726,SOUTHERN BOULEVARD,10455,NO,Regular,2016-A
2,2733,17,4,P5,202,17,931,BRUCKNER BOULEVARD,10459,NO,Regular,2016-A
2,2735,39,1,C0,202,17,957,BRUCKNER BOULEVARD,10459,NO,Subsequent,2016-A
2,2736,82,4,F4,202,17,1173,LEGGETT AVENUE,10474,NO,Regular,2016-A
2,2736,84,4,F9,202,17,1175,LEGGETT AVENUE,10474,NO,Regular,2016-A
2,2736,138,4,F1,202,17,1190,EAST 156 STREET,10474,NO,Subsequent,2016-A
2,2736,151,4,E9,202,17,1165,GRINNELL PLACE,10474,NO,Regular,2016-A
2,2736,156,4,E1,202,17,1157,GRINNELL PLACE,10474,NO,Subsequent,2016-A
2,2744,23,1,S2,202,17,964,EAST 167 STREET,10459,NO,Subsequent,2016-A
2,2744,25,1,S2,202,17,968,EAST 167 STREET,10459,NO,Subsequent,2016-A
2,2748,22,1,C0,202,17,1044,FAILE STREET,10459,YES,Subsequent,2016-A
2,2752,141,1,B2,203,17,1155,VYSE AVENUE,10459,YES,Regular,2016-A
2,2756,75,2,C3,202,17,1052,LONGFELLOW AVENUE,10459,NO,Subsequent,2016-A
2,2757,67,2,C3,202,17,1092,LONGFELLOW AVENUE,10459,YES,Regular,2016-A
2,2757,68,2,C3,202,17,1094,LONGFELLOW AVENUE,10459,NO,Regular,2016-A
2,2757,124,2,C3,202,17,1039,LOWELL STREET,10459,YES,Regular,2016-A
2,2758,10,1,C0,203,17,1144,LONGFELLOW AVENUE,10459,YES,Subsequent,2016-A
2,2758,13,1,C0,203,17,1150,LONGFELLOW AVENUE,10459,YES,Regular,2016-A
2,2761,233,4,F4,202,17,900,WHITTIER STREET,10474,YES,Subsequent,2016-A
2,2763,107,1,C0,202,17,1261,SPOFFORD AVENUE,10474,NO,Regular,2016-A
2,2763,352,1,C0,202,17,741,WHITTIER STREET,10474,NO,Subsequent,2016-A
2,2765,263,2,C3,202,17,1266,SPOFFORD AVENUE,10474,YES,Regular,2016-A
2,2771,121,4,F9,202,17,448,TIFFANY STREET,10474,NO,Regular,2016-A
2,2771,161,4,G1,202,17,448,CASANOVA STREET,10474,NO,Subsequent,2016-A
2,2774,239,4,F4,202,17,1256,EAST BAY AVENUE,10474,NO,Regular,2016-A
2,2775,193,4,Z9,202,17,1380,EAST BAY AVENUE,10474,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,2782,68,1,S2,204,16,1302,TELLER AVENUE,10456,NO,Regular,2016-A
2,2782,90,1,C0,204,16,1360,TELLER AVENUE,10456,NO,Regular,2016-A
2,2782,129,1,B1,204,16,1335,CLAY AVENUE,10456,YES,Regular,2016-A
2,2782,180,1,B2,204,16,1374,TELLER AVENUE,10456,YES,Subsequent,2016-A
2,2783,1,1,S2,204,16,301,EAST 169 STREET,10456,NO,Subsequent,1998-2
2,2783,13,1,B2,204,16,1320,COLLEGE AVENUE,10456,YES,Regular,2016-A
2,2784,36,2,S3,204,16,309,EAST 170 STREET,10456,NO,Subsequent,2016-A
2,2784,38,2,S5,204,16,305,EAST 170 STREET,10456,NO,Subsequent,2016-A
2,2792,55,1,C0,204,15,241,EAST 173 STREET,10457,YES,Regular,2016-A
2,2799,10,2,C2,205,15,1748,TOPPING AVENUE,10457,NO,Regular,2016-A
2,2800,41,1,C0,205,15,1829,TOPPING AVENUE,10457,YES,Regular,2016-A
2,2803,3,2,C1,205,15,1842,ANTHONY AVENUE,10457,NO,Regular,2016-A
2,2814,51,1,C0,205,15,1958,ANTHONY AVENUE,10457,YES,Subsequent,2016-A
2,2819,27,4,M1,204,16,170,MT EDEN PARKWAY,10457,NO,Subsequent,1998-2
2,2819,29,4,N2,204,16,178,MT EDEN PARKWAY,10457,NO,Regular,1998-2
2,2826,87,4,M1,205,15,1800,GRAND CONCOURSE,10457,NO,Subsequent,2016-A
2,2826,88,4,M9,205,15,1808,GRAND CONCOURSE,10457,NO,Subsequent,1998-2
2,2833,38,4,K1,204,14,159,EAST 170 STREET,10452,NO,Subsequent,2016-A
2,2847,5,4,G7,204,14,1590,JEROME AVENUE,10452,NO,Regular,2016-A
2,2853,9,4,G2,205,14,1932,JEROME AVENUE,10453,NO,Subsequent,2016-A
2,2855,28,4,G2,204,16,1261,JEROME AVENUE,10452,NO,Subsequent,2016-A
2,2865,173,4,G7,205,14,34,WEST 174 STREET,10453,NO,Subsequent,2016-A
2,2869,141,4,M1,205,14,2019,GRAND AVENUE,10453,NO,Subsequent,1998-2
2,2872,46,4,K2,204,16,1340,EDWARD L GRANT HWY,10452,NO,Subsequent,2016-A
2,2872,92,4,V1,204,16,47,WEST 170 STREET,10452,NO,Subsequent,2016-A
2,2872,120,1,B1,204,16,1472,SHAKESPEARE AVENUE,10452,YES,Subsequent,2016-A
2,2872,245,4,G7,205,14,1591,JESUP AVENUE,10452,NO,Subsequent,2016-A
2,2873,12,1,B1,204,16,1392,NELSON AVENUE,10452,NO,Regular,2016-A
2,2873,100,1,B1,205,14,1534,NELSON AVENUE,10452,YES,Regular,2016-A
2,2877,416,1,A1,205,14,1705,POPHAM AVENUE,10453,NO,Subsequent,2016-A
2,2879,16,1,B1,205,14,1856,ANDREWS AVENUE SOUTH,10453,YES,Regular,2016-A
2,2879,66,1,B1,205,14,1862,LORING PLACE SOUTH,10453,YES,Subsequent,2016-A
2,2879,143,4,G9,205,14,227,WEST TREMONT AVENUE,10453,NO,Subsequent,2016-A
2,2887,20,1,C0,204,16,1350,CLAY AVENUE,10456,NO,Regular,2016-A
2,2904,22,1,B9,203,16,454,EAST 172 STREET,10457,NO,Subsequent,2016-A
2,2917,35,4,N2,206,15,1831,BATHGATE AVENUE,10457,NO,Subsequent,1998-2
2,2931,94,2,C7,203,16,1299,FRANKLIN AVENUE,10456,NO,Regular,1998-2
2,2935,24,1,C0,203,16,647,JEFFERSON PLACE,10456,NO,Subsequent,2016-A
2,2949,47,1,C0,206,17,1826,CLINTON AVENUE,10457,NO,Subsequent,2016-A
2,2961,13,1,C0,203,17,771,EAST 169 STREET,10456,NO,Regular,2016-A
2,2961,38,4,M1,203,17,1297,UNION AVENUE,10459,NO,Subsequent,1998-2
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,2965,36,4,G1,203,17,1404,STEBBINS AVENUE,10459,NO,Subsequent,2016-A
2,2975,1,4,G7,203,17,1210,SIMPSON STREET,10459,NO,Subsequent,2016-A
2,2975,2,4,G7,203,17,1214,SIMPSON STREET,10459,NO,Subsequent,2016-A
2,2975,43,4,M1,203,17,937,HOME STREET,10459,NO,Subsequent,1998-2
2,2975,45,4,G7,203,17,1200,SIMPSON STREET,10459,NO,Subsequent,2016-A
2,2981,2,4,V1,203,17,1462,SOUTHERN BOULEVARD,10460,NO,Subsequent,2016-A
2,2986,5,1,C0,203,17,1206,HOE AVENUE,10459,YES,Regular,2016-A
2,2989,45,2,C3,203,17,1535,VYSE AVENUE,10460,NO,Subsequent,2016-A
2,2994,45,4,V1,203,17,1409,BRYANT AVENUE,10459,NO,Subsequent,2016-A
2,2999,1,4,G7,203,17,1400,BRYANT AVENUE,10459,NO,Subsequent,2016-A
2,3000,4,1,C0,203,17,1460,BRYANT AVENUE,10460,NO,Subsequent,2016-A
2,3000,13,1,C0,203,17,1482,BRYANT AVENUE,10460,YES,Regular,2016-A
2,3001,6,2,C4,203,17,1522,BRYANT AVENUE,10460,YES,Regular,2016-A
2,3008,14,1,B2,203,17,1492,LONGFELLOW AVENUE,10460,YES,Regular,2016-A
2,3010,26,4,G1,203,17,1711,BOONE AVENUE,10460,NO,Subsequent,2016-A
2,3030,22,4,G9,206,15,419,EAST 180 STREET,10457,NO,Subsequent,2016-A
2,3032,54,2,C1,206,15,4683,PARK AVENUE,10458,NO,Subsequent,2016-A
2,3035,53,1,C0,206,15,459,EAST 178 STREET,10457,NO,Subsequent,2016-A
2,3035,54,1,C0,206,15,457,EAST 178 STREET,10457,YES,Subsequent,2016-A
2,3036,35,1,V0,206,15,2087,WASHINGTON AVENUE,10457,NO,Regular,2016-A
2,3037,56,2,C1,206,15,4462,PARK AVENUE,10457,NO,Regular,2016-A
2,3053,4,1,B1,206,15,507,EAST 183 STREET,10458,YES,Subsequent,2016-A
2,3055,62,1,B1,206,15,2383,BATHGATE AVENUE,10458,YES,Regular,2016-A
2,3068,125,1,B2,206,17,1995,ARTHUR AVENUE,10457,YES,Subsequent,2016-A
2,3075,10,1,S2,206,15,2420,BELMONT AVENUE,10458,NO,Regular,2016-A
2,3075,24,1,B2,206,15,2411,CAMBRELENG AVENUE,10458,YES,Regular,2016-A
2,3076,8,1,S2,206,15,2424,HUGHES AVENUE,10458,NO,Regular,2016-A
2,3077,42,2,C2,206,15,2474,ARTHUR AVENUE,10458,NO,Regular,2016-A
2,3078,3,2,C1,206,15,2480,ARTHUR AVENUE,10458,NO,Regular,2016-A
2,3079,1,2,S9,206,17,647,EAST TREMONT AVENUE,10457,YES,Regular,2016-A
2,3080,62,1,B3,206,15,666,OAKLAND PLACE,10457,NO,Subsequent,2016-A
2,3080,153,4,G7,206,15,2018,BELMONT AVENUE,10457,NO,Subsequent,1998-2
2,3082,45,1,C0,206,15,2159,BELMONT AVENUE,10457,YES,Regular,2016-A
2,3083,40,1,C0,206,15,2175,CROTONA AVENUE,10457,YES,Regular,2016-A
2,3091,8,4,G7,206,15,2498,BELMONT AVENUE,10458,NO,Regular,2016-A
2,3093,18,1,B2,206,17,1998,CLINTON AVENUE,10457,YES,Regular,2016-A
2,3096,63,1,C0,206,15,2117,CLINTON AVENUE,10457,NO,Subsequent,2016-A
2,3101,2,1,B9,206,15,2264,BEAUMONT AVENUE,10457,YES,Subsequent,2016-A
2,3101,30,2,C3,206,15,740,EAST 183 STREET,10458,NO,Regular,2016-A
2,3102,53,1,B1,206,15,2323,PROSPECT AVENUE,10458,NO,Subsequent,2016-A
2,3103,167,1,B2,206,15,705,EAST 183 STREET,10458,YES,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,3122,53,1,S2,206,17,2095,DALY AVENUE,10460,YES,Regular,2016-A
2,3123,47,4,K2,206,17,864,EAST 180 STREET,10460,NO,Subsequent,2016-A
2,3123,51,4,K4,206,17,870,EAST 180 STREET,10460,NO,Subsequent,2016-A
2,3124,65,1,B2,206,15,876,BRONX PARK SOUTH,10460,YES,Regular,2016-A
2,3132,17,2,C1,206,15,2070,VYSE AVENUE,10460,NO,Subsequent,2016-A
2,3146,13,1,B1,205,15,2320,VALENTINE AVENUE,10458,YES,Regular,2016-A
2,3149,28,1,C0,205,15,2060,RYER AVENUE,10457,NO,Subsequent,2016-A
2,3149,152,2,C7,205,15,2179,VALENTINE AVENUE,10457,YES,Regular,2016-A
2,3154,1002,4,R5,207,15,2530,GRAND CONCOURSE,10458,NO,Subsequent,2016-A
2,3156,102,4,K1,205,15,2092,GRAND CONCOURSE,10457,NO,Regular,2016-A
2,3157,14,4,M1,205,15,2176,ANTHONY AVENUE,10457,NO,Subsequent,1998-2
2,3183,71,4,G7,205,14,2311,MORRIS AVENUE,10468,NO,Subsequent,2016-A
2,3185,11,1,A5,205,14,2159,WALTON AVENUE,10453,NO,Regular,2016-A
2,3186,47,4,K1,205,14,2242,JEROME AVENUE,10453,NO,Subsequent,2016-A
2,3188,84,1,B9,205,14,2393,WALTON AVENUE,10468,YES,Regular,2016-A
2,3191,35,4,K9,207,14,14,EAST KINGSBRIDGE RD,10468,NO,Subsequent,2016-A
2,3195,48,2,C3,205,14,10,CLINTON PLACE,10453,NO,Subsequent,2016-A
2,3206,61,1,C0,205,14,2117,GRAND AVENUE,10453,YES,Regular,2016-A
2,3209,33,1,B3,207,14,2332,AQUEDUCT AVENUE EAST,10468,YES,Regular,2016-A
2,3214,149,1,C0,207,14,2529B,GRAND AVENUE,10468,NO,Subsequent,2016-A
2,3219,191,1,B3,207,14,112,WEST 190 STREET,10468,YES,Regular,2016-A
2,3240,59,2,C1,207,14,166,WEST KINGSBRIDGE RD,10463,NO,Regular,2016-A
2,3240,60,2,C1,207,,164,WEST KINGSBRIDGE RD,10463,NO,Regular,2016-A
2,3249,32,1,B1,208,14,2773,RESERVOIR AVENUE,10468,NO,Regular,2016-A
2,3256,113,1,B1,208,14,2737A,KINGSBRIDGE TERRACE,10463,YES,Regular,2016-A
2,3257,119,4,G1,208,14,158,SUMMIT PLACE,10463,NO,Regular,2016-A
2,3260,46,1,B1,208,14,2881,HEATH AVENUE,10463,NO,Regular,2016-A
2,3262,231,4,G1,208,11,3464,BAILEY AVENUE,10463,NO,Subsequent,2016-A
2,3266,134,1,B3,208,14,3043,BAILEY AVENUE,10463,YES,Subsequent,2016-A
2,3267,66,4,M1,208,14,3107,BAILEY AVENUE,10463,NO,Regular,2016-A
2,3288,23,1,B2,207,15,310,EAST 197 STREET,10458,YES,Regular,2016-A
2,3296,38,2,C1,207,15,280,EAST 199 STREET,10458,NO,Subsequent,2016-A
2,3303,45,2,C2,207,11,243,BEDFORD PARK BLVD,10458,NO,Regular,2016-A
2,3309,23,4,O2,207,11,3055,VALENTINE AVENUE,10458,NO,Regular,2016-A
2,3310,2,4,V1,207,11,33,BEDFORD PARK BLVD,10468,NO,Subsequent,1998-2
2,3311,40,1,V0,207,11,3188,VILLA AVENUE,10468,NO,Subsequent,2016-A
2,3311,117,1,C0,207,11,190,EAST 205 STREET,10458,YES,Regular,2016-A
2,3322,6,4,E1,207,11,3134,JEROME AVENUE,10468,NO,Regular,2016-A
2,3330,40,4,E9,207,11,417,EAST 202 STREET,10467,YES,Regular,2016-A
2,3331,62,1,B3,207,11,3077,WEBSTER AVENUE,10467,YES,Regular,2016-A
2,3333,37,4,K1,207,11,320,EAST 204 STREET,10467,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,3343,141,1,B2,207,11,3329,PERRY AVENUE,10467,NO,Regular,2016-A
2,3360,57,1,V0,207,11,3542,WEBSTER AVENUE,10467,NO,Regular,1998-2
2,3375,24,2,C3,212,11,230,EAST 235 STREET,10470,NO,Regular,2016-A
2,3441,161,1,A2,209,18,1423,HARDING PARK,10473,NO,Subsequent,2016-A
2,3453,39,1,G0,209,18,1864,O'BRIEN AVENUE,10473,NO,Subsequent,2016-A
2,3453,163,1,A9,209,18,1410,HARDING PARK,10473,NO,Regular,2016-A
2,3455,1,4,V1,209,18,255,SOUNDVIEW AVENUE,10473,YES,Subsequent,2016-A
2,3455,143,4,K1,209,18,253,SOUNDVIEW AVENUE,10473,NO,Regular,2016-A
2,3469,19,1,B2,209,18,333,TAYLOR AVENUE,10473,YES,Regular,2016-A
2,3486,47,1,B2,209,18,312,CASTLE HILL AVENUE,10473,YES,Regular,2016-A
2,3494,8,1,B3,209,18,1785,PATTERSON AVENUE,10473,NO,Regular,2016-A
2,3497,106,1,C0,209,18,1845,PATTERSON AVENUE,10473,YES,Subsequent,2016-A
2,3500,49,2,S9,209,18,1918,LACOMBE AVENUE,10473,NO,Subsequent,2016-A
2,3508,35,1,B1,209,18,2114,LACOMBE AVENUE,10473,YES,Regular,2016-A
2,3509,3,1,B1,209,18,2143,NORTON AVENUE,10473,YES,Regular,2016-A
2,3512,23,4,K1,209,18,450,TURNEUR AVENUE,10473,NO,Subsequent,2016-A
2,3523,49,1,C0,209,18,531,THIERIOT AVENUE,10473,YES,Regular,2016-A
2,3527,6,1,A1,209,18,1907,LACOMBE AVENUE,10473,NO,Subsequent,2016-A
2,3528,7,1,A1,209,18,500,WHITE PLAINS ROAD,10473,NO,Subsequent,2016-A
2,3531,192,1,B2,209,18,513,OLMSTEAD AVENUE,10473,YES,Subsequent,2016-A
2,3531,198,1,B2,209,18,501,OLMSTEAD AVENUE,10473,YES,Subsequent,2016-A
2,3558,74,4,K2,209,18,623,SOUNDVIEW AVENUE,10473,NO,Subsequent,2016-A
2,3560,43,1,B1,209,18,1844,SEWARD AVENUE,10473,YES,Subsequent,2016-A
2,3562,17,1,B1,209,18,630,UNDERHILL AVENUE,10473,NO,Subsequent,2016-A
2,3593,50,1,C0,209,18,731,NOBLE AVENUE,10473,YES,Regular,2016-A
2,3595,58,1,C0,209,18,715,COMMONWEALTH AVENUE,10473,YES,Regular,2016-A
2,3597,6,1,C0,209,18,708,SOUNDVIEW AVENUE,10473,YES,Regular,2016-A
2,3599,9,1,C0,209,18,706,TAYLOR AVENUE,10473,YES,Regular,2016-A
2,3612,32,1,B1,209,18,786,OLMSTEAD AVENUE,10473,YES,Regular,2016-A
2,3614,28,4,G4,209,18,740,CASTLE HILL AVENUE,10473,NO,Regular,2016-A
2,3660,32,1,C0,209,18,921,CROES AVENUE,10473,YES,Regular,2016-A
2,3686,38,1,V0,209,18,2174,STORY AVENUE,10473,NO,Subsequent,2016-A
2,3687,14,1,B3,209,18,2118,QUIMBY AVENUE,10473,YES,Regular,2016-A
2,3708,45,4,Z9,209,17,1400,WATSON AVENUE,10472,NO,Subsequent,2016-A
2,3731,53,1,V0,209,18,1059,UNDERHILL AVENUE,10472,NO,Regular,2016-A
2,3738,74,2,C3,209,17,1119,WHEELER AVENUE,10472,NO,Subsequent,1998-2
2,3739,20,2,C3,209,17,1136,WHEELER AVENUE,10472,YES,Regular,2016-A
2,3747,97,2,C3,209,18,1116,METCALF AVENUE,10472,YES,Regular,2016-A
2,3748,71,1,B9,209,18,1697,WATSON AVENUE,10472,NO,Regular,2016-A
2,3749,78,1,B9,209,18,1717,WATSON AVENUE,10472,NO,Subsequent,2016-A
2,3749,79,1,B9,209,18,1715,WATSON AVENUE,10472,NO,Subsequent,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,3751,61,1,C0,209,18,1137,COMMONWEALTH AVENUE,10472,YES,Regular,2016-A
2,3752,8,1,B9,209,18,1763,WATSON AVENUE,10472,NO,Subsequent,2016-A
2,3757,14,1,B2,209,18,1116,LELAND AVENUE,10472,YES,Regular,2016-A
2,3758,27,1,V0,209,18,1138,UNDERHILL AVENUE,10472,NO,Subsequent,2016-A
2,3759,23,2,C3,209,18,1142,WHITE PLAINS ROAD,10472,YES,Subsequent,2016-A
2,3759,69,1,V0,209,18,1109,VIRGINIA AVENUE,10472,NO,Subsequent,2016-A
2,3767,18,1,G0,209,18,1210,LELAND AVENUE,10472,NO,Subsequent,2016-A
2,3770,35,4,K1,209,17,1457,WESTCHESTER AVENUE,10472,NO,Subsequent,2016-A
2,3783,14,2,C3,209,18,1260,NOBLE AVENUE,10472,NO,Subsequent,2016-A
2,3787,13,1,C0,209,18,1936,CHATTERTON AVENUE,10472,YES,Subsequent,2016-A
2,3791,75,1,B1,209,18,1949,HAVILAND AVENUE,10472,YES,Subsequent,2016-A
2,3799,59,1,B1,209,18,2051,BLACKROCK AVENUE,10472,YES,Regular,2016-A
2,3805,1,4,K4,209,18,2008,WESTCHESTER AVENUE,10462,NO,Regular,2016-A
2,3808,10,2,S3,209,18,1080,OLMSTEAD AVENUE,10472,NO,Regular,2016-A
2,3812,9,2,S9,209,18,1216,OLMSTEAD AVENUE,10462,YES,Subsequent,2016-A
2,3816,37,1,V0,209,18,2262,EAST 177 STREET,10462,NO,Regular,2016-A
2,3816,55,1,G0,209,18,2259,CHATTERTON AVENUE,10472,NO,Regular,2016-A
2,3844,111,1,B2,210,18,1313,HERSCHELL STREET,10461,NO,Subsequent,2016-A
2,3844,129,1,G0,210,18,129,KINNEAR PLACE,10461,NO,Subsequent,2016-A
2,3857,1,4,K2,210,13,130,WESTCHESTER SQUARE,10461,NO,Subsequent,2016-A
2,3861,1,4,K1,209,17,1299,BRONX RIVER AVENUE,10472,NO,Regular,2016-A
2,3861,126,2,C3,209,17,1391,BRONX RIVER AVENUE,10472,NO,Regular,2016-A
2,3863,6,1,C0,209,18,1525,EAST 172 STREET,10472,YES,Regular,2016-A
2,3868,60,2,C3,209,18,1317,HARROD AVENUE,10472,YES,Regular,2016-A
2,3871,52,1,B3,209,18,1339,CROES AVENUE,10472,YES,Subsequent,2016-A
2,3873,42,2,C2,209,18,1361,ROSEDALE AVENUE,10472,NO,Subsequent,2016-A
2,3876,9,1,B1,209,18,1308,ST LAWRENCE AVENUE,10472,YES,Regular,2016-A
2,3877,50,1,B2,209,18,1349,TAYLOR AVENUE,10472,YES,Regular,2016-A
2,3879,31,1,C0,209,18,1848,CROSS BRONX EP SR S,10472,YES,Regular,2016-A
2,3893,20,1,C0,209,18,1432,CROES AVENUE,10472,YES,Subsequent,2016-A
2,3900,18,1,C0,209,18,1434,TAYLOR AVENUE,10460,YES,Regular,2016-A
2,3901,50,2,C3,209,18,1443,LELAND AVENUE,10460,NO,Subsequent,2016-A
2,3909,41,1,B2,206,15,1187,EAST 178 STREET,10460,YES,Subsequent,2016-A
2,3914,12,1,C0,209,18,1486,ROSEDALE AVENUE,10460,YES,Regular,2016-A
2,3916,40,4,G1,209,18,1791,MERRILL STREET,10460,NO,Regular,2016-A
2,3918,22,4,V1,209,18,1760,EAST TREMONT AVENUE,10460,NO,Regular,2016-A
2,3937,22,4,G1,209,18,1550,WHITE PLAINS ROAD,10462,NO,Subsequent,2016-A
2,3937,2248,2,R4,209,18,89,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3937,2744,2,R4,209,18,1595,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3937,3201,2,R4,209,18,1505,ARCHER ROAD,10462,NO,Regular,2016-A
2,3938,2091,2,R4,209,18,40,METROPOLITAN OVAL,10462,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,3938,2248,2,R4,209,18,34,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3938,2390,2,R4,209,18,1450,PARKCHESTER ROAD,10462,NO,Regular,2016-A
2,3938,2537,2,R4,209,18,1470,PARKCHESTER ROAD,10462,NO,Regular,2016-A
2,3938,2542,2,R4,209,18,1470,PARKCHESTER ROAD,10462,NO,Regular,2016-A
2,3938,2723,2,R4,209,18,1551,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3938,2738,2,R4,209,18,1551,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3938,2892,2,R4,209,18,1525,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3938,3246,2,R4,209,18,2053,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3266,2,R4,209,18,2053,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3313,2,R4,209,18,2055,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3485,2,R4,209,18,2033,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3487,2,R4,209,18,2033,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3763,2,R4,209,18,1430,PARKCHESTER ROAD,10462,NO,Regular,2016-A
2,3938,3775,2,R4,209,18,1420,PARKCHESTER ROAD,10462,NO,Regular,2016-A
2,3938,3836,2,R4,209,18,1410,PARKCHESTER ROAD,10462,NO,Regular,2016-A
2,3938,3913,2,R4,209,18,1949,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3984,2,R4,209,18,1935,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,3988,2,R4,209,18,1935,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,4042,2,R4,209,18,1945,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,4080,2,R4,209,18,1945,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,4090,2,R4,209,18,1925,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,4183,2,R4,209,18,1925,MC GRAW AVENUE,10462,NO,Regular,2016-A
2,3938,4309,2,R4,209,18,1439,EAST AVENUE,10462,NO,Regular,2016-A
2,3938,4325,2,R4,209,18,1439,EAST AVENUE,10462,NO,Regular,2016-A
2,3938,4471,2,R4,209,18,1470,EAST AVENUE,10462,NO,Regular,2016-A
2,3938,4556,2,R4,209,18,1469,EAST AVENUE,10462,NO,Regular,2016-A
2,3943,2384,2,R4,209,18,22,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3943,2440,2,R4,209,18,22,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3943,2575,2,R4,209,18,26,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3943,2631,2,R4,209,18,28,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3943,2642,2,R4,209,18,28,METROPOLITAN OVAL,10462,NO,Regular,2016-A
2,3943,2848,2,R4,209,18,1550,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3943,3004,2,R4,209,18,1522,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3943,3176,2,R4,209,18,1510,UNIONPORT ROAD,10462,NO,Regular,2016-A
2,3943,3819,2,R4,209,18,1555,ODELL STREET,10462,NO,Regular,2016-A
2,3943,4100,2,R4,209,18,1585,ODELL STREET,10462,NO,Regular,2016-A
2,3943,4537,2,R4,209,18,1650,METROPOLITAN AVENUE,10462,NO,Regular,2016-A
2,3943,5084,2,R4,209,18,1580,METROPOLITAN AVENUE,10462,NO,Regular,2016-A
2,3943,5112,2,R4,209,18,1560,METROPOLITAN AVENUE,10462,NO,Regular,2016-A
2,3943,5151,2,R4,209,18,1560,METROPOLITAN AVENUE,10462,NO,Regular,2016-A
2,3944,4406,2,R4,209,18,1541,METROPOLITAN AVENUE,10462,NO,Regular,2016-A
,,,,,,,,,,,,
Borough,Block,Lot,"TaxClassCode","BuildingClass","CommunityBoard","CouncilDistrict",House Number,Street Name,Zip Code,"WaterDebtOnly","Sold in Regular/ SubsequentSale","TrustDestination"
2,3963,29,2,C3,210,18,2212,LYON AVENUE,10462,NO,Regular,2016-A
2,3970,34,2,C2,210,18,1431,ZEREGA AVENUE,10462,NO,Subsequent,2016-A
2,3972,61,2,C3,210,18,1551,ZEREGA AVENUE,10462,NO,Subsequent,2016-A
